Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
1.20407	DL DCI Rxed	120	4	0	2	1	0	19	2
1.20693	HARQ FD Txed	120	6	0	2	1	0	19	2
1.30407	DL DCI Rxed	130	4	0	2	1	0	19	2
1.30693	HARQ FD Txed	130	6	0	2	1	0	19	2
1.40407	DL DCI Rxed	140	4	0	2	1	0	19	2
1.40693	HARQ FD Txed	140	6	0	2	1	0	19	2
1.50407	DL DCI Rxed	150	4	0	2	1	0	19	2
1.50693	HARQ FD Txed	150	6	0	2	1	0	19	2
1.60407	DL DCI Rxed	160	4	0	2	1	0	19	2
1.60693	HARQ FD Txed	160	6	0	2	1	0	19	2
