Time,NodeId,X,Y,Z
0.1,2,-7014.77,1.38829e-13,2264.75
0.1,3,-7010.36,-1.40573e-13,-2293.21
0.1,4,-4328.98,-3.65984e-13,-5974.48
0.1,5,-1.18653e-12,-4.51794e-13,-7378.36
0.1,6,4328.98,-3.65984e-13,-5974.48
0.1,7,7010.36,-1.40573e-13,-2293.21
0.1,8,7014.77,1.38829e-13,2264.75
0.1,9,4336.09,3.64754e-13,5954.38
0.1,20,111.314,0,-6355.8
0.1,21,78.711,78.711,-6355.8
0.1,22,6.81602e-15,111.314,-6355.8
0.1,23,-78.711,78.711,-6355.8
0.1,24,-111.314,1.3632e-14,-6355.8
0.1,25,-78.711,-78.711,-6355.8
0.1,26,-2.04481e-14,-111.314,-6355.8
0.1,27,78.711,-78.711,-6355.8
0.1,28,111.314,-2.72641e-14,-6355.8
0.1,29,6336.96,702.618,-172.317
0.1,1000,3.89239e-13,0,6356.75
0.1,1001,111.314,0,6355.79
0.1,1002,3.89239e-13,0,-6356.75
0.1,1003,111.314,0,-6355.79
0.1,1004,6.81601e-15,111.314,6355.79
0.1,1005,-111.314,1.3632e-14,6355.79
0.1,1006,6.81601e-15,-111.314,6355.79
0.1,1007,6.81601e-15,111.314,-6355.79
0.1,1008,-111.314,1.3632e-14,-6355.79
0.1,1009,6.81601e-15,-111.314,-6355.79
0.1,0,4.5088e-13,4.5088e-13,7363.42
0.1,1,-4336.09,3.64754e-13,5954.38
0.1,2,-7014.77,1.38829e-13,2264.75
0.1,3,-7010.36,-1.40573e-13,-2293.21
0.1,4,-4328.98,-3.65984e-13,-5974.48
0.1,5,-1.18653e-12,-4.51794e-13,-7378.36
0.1,6,4328.98,-3.65984e-13,-5974.48
0.1,7,7010.36,-1.40573e-13,-2293.21
0.1,8,7014.77,1.38829e-13,2264.75
0.1,9,4336.09,3.64754e-13,5954.38
0.1,10,111.314,0,-6355.8
0.1,11,78.711,78.711,-6355.8
0.1,12,6.81602e-15,111.314,-6355.8
0.1,13,-78.711,78.711,-6355.8
0.1,14,-111.314,1.3632e-14,-6355.8
0.1,15,-78.711,-78.711,-6355.8
0.1,16,-2.04481e-14,-111.314,-6355.8
0.1,17,78.711,-78.711,-6355.8
0.1,18,111.314,-2.72641e-14,-6355.8
0.1,19,6336.96,702.618,-172.317
0.1,1000,3.89239e-13,0,6356.75
0.1,1001,111.314,0,6355.79
0.1,1000,3.89239e-13,0,-6356.75
0.1,1001,111.314,0,-6355.79
0.1,1000,6.81601e-15,111.314,6355.79
0.1,1001,-111.314,1.3632e-14,6355.79
0.1,1000,6.81601e-15,-111.314,6355.79
0.1,1001,6.81601e-15,111.314,-6355.79
0.1,1000,-111.314,1.3632e-14,-6355.79
0.1,1001,6.81601e-15,-111.314,-6355.79
0.2,0,4.5088e-13,4.5088e-13,7363.42
0.2,1,-4336.09,3.64754e-13,5954.38
0.2,2,-7014.77,1.38829e-13,2264.75
0.2,3,-7010.36,-1.40573e-13,-2293.21
0.2,4,-4328.98,-3.65984e-13,-5974.48
0.2,5,-1.18653e-12,-4.51794e-13,-7378.36
0.2,6,4328.98,-3.65984e-13,-5974.48
0.2,7,7010.36,-1.40573e-13,-2293.21
0.2,8,7014.77,1.38829e-13,2264.75
0.2,9,4336.09,3.64754e-13,5954.38
0.2,20,111.314,0,-6355.8
0.2,21,78.711,78.711,-6355.8
0.2,22,6.81602e-15,111.314,-6355.8
0.2,23,-78.711,78.711,-6355.8
0.2,24,-111.314,1.3632e-14,-6355.8
0.2,25,-78.711,-78.711,-6355.8
0.2,26,-2.04481e-14,-111.314,-6355.8
0.2,27,78.711,-78.711,-6355.8
0.2,28,111.314,-2.72641e-14,-6355.8
0.2,29,6336.96,702.618,-172.317
0.2,1000,3.89239e-13,0,6356.75
0.2,1001,111.314,0,6355.79
0.2,1002,3.89239e-13,0,-6356.75
0.2,1003,111.314,0,-6355.79
0.2,1004,6.81601e-15,111.314,6355.79
0.2,1005,-111.314,1.3632e-14,6355.79
0.2,1006,6.81601e-15,-111.314,6355.79
0.2,1007,6.81601e-15,111.314,-6355.79
0.2,1008,-111.314,1.3632e-14,-6355.79
0.2,1009,6.81601e-15,-111.314,-6355.79
0.2,0,4.5088e-13,4.5088e-13,7363.42
0.2,1,-4336.09,3.64754e-13,5954.38
0.2,2,-7014.77,1.38829e-13,2264.75
0.2,3,-7010.36,-1.40573e-13,-2293.21
0.2,4,-4328.98,-3.65984e-13,-5974.48
0.2,5,-1.18653e-12,-4.51794e-13,-7378.36
0.2,6,4328.98,-3.65984e-13,-5974.48
0.2,7,7010.36,-1.40573e-13,-2293.21
0.2,8,7014.77,1.38829e-13,2264.75
0.2,9,4336.09,3.64754e-13,5954.38
0.2,10,111.314,0,-6355.8
0.2,11,78.711,78.711,-6355.8
0.2,12,6.81602e-15,111.314,-6355.8
0.2,13,-78.711,78.711,-6355.8
0.2,14,-111.314,1.3632e-14,-6355.8
0.2,15,-78.711,-78.711,-6355.8
0.2,16,-2.04481e-14,-111.314,-6355.8
0.2,17,78.711,-78.711,-6355.8
0.2,18,111.314,-2.72641e-14,-6355.8
0.2,19,6336.96,702.618,-172.317
0.2,1000,3.89239e-13,0,6356.75
0.2,1001,111.314,0,6355.79
0.2,1000,3.89239e-13,0,-6356.75
0.2,1001,111.314,0,-6355.79
0.2,1000,6.81601e-15,111.314,6355.79
0.2,1001,-111.314,1.3632e-14,6355.79
0.2,1000,6.81601e-15,-111.314,6355.79
0.2,1001,6.81601e-15,111.314,-6355.79
0.2,1000,-111.314,1.3632e-14,-6355.79
0.2,1001,6.81601e-15,-111.314,-6355.79
0.3,0,4.5088e-13,4.5088e-13,7363.42
0.3,1,-4336.09,3.64754e-13,5954.38
0.3,2,-7014.77,1.38829e-13,2264.75
0.3,3,-7010.36,-1.40573e-13,-2293.21
0.3,4,-4328.98,-3.65984e-13,-5974.48
0.3,5,-1.18653e-12,-4.51794e-13,-7378.36
0.3,6,4328.98,-3.65984e-13,-5974.48
0.3,7,7010.36,-1.40573e-13,-2293.21
0.3,8,7014.77,1.38829e-13,2264.75
0.3,9,4336.09,3.64754e-13,5954.38
0.3,20,111.314,0,-6355.8
0.3,21,78.711,78.711,-6355.8
0.3,22,6.81602e-15,111.314,-6355.8
0.3,23,-78.711,78.711,-6355.8
0.3,24,-111.314,1.3632e-14,-6355.8
0.3,25,-78.711,-78.711,-6355.8
0.3,26,-2.04481e-14,-111.314,-6355.8
0.3,27,78.711,-78.711,-6355.8
0.3,28,111.314,-2.72641e-14,-6355.8
0.3,29,6336.96,702.618,-172.317
0.3,1000,3.89239e-13,0,6356.75
0.3,1001,111.314,0,6355.79
0.3,1002,3.89239e-13,0,-6356.75
0.3,1003,111.314,0,-6355.79
0.3,1004,6.81601e-15,111.314,6355.79
0.3,1005,-111.314,1.3632e-14,6355.79
0.3,1006,6.81601e-15,-111.314,6355.79
0.3,1007,6.81601e-15,111.314,-6355.79
0.3,1008,-111.314,1.3632e-14,-6355.79
0.3,1009,6.81601e-15,-111.314,-6355.79
0.3,0,4.5088e-13,4.5088e-13,7363.42
0.3,1,-4336.09,3.64754e-13,5954.38
0.3,2,-7014.77,1.38829e-13,2264.75
0.3,3,-7010.36,-1.40573e-13,-2293.21
0.3,4,-4328.98,-3.65984e-13,-5974.48
0.3,5,-1.18653e-12,-4.51794e-13,-7378.36
0.3,6,4328.98,-3.65984e-13,-5974.48
0.3,7,7010.36,-1.40573e-13,-2293.21
0.3,8,7014.77,1.38829e-13,2264.75
0.3,9,4336.09,3.64754e-13,5954.38
0.3,10,111.314,0,-6355.8
0.3,11,78.711,78.711,-6355.8
0.3,12,6.81602e-15,111.314,-6355.8
0.3,13,-78.711,78.711,-6355.8
0.3,14,-111.314,1.3632e-14,-6355.8
0.3,15,-78.711,-78.711,-6355.8
0.3,16,-2.04481e-14,-111.314,-6355.8
0.3,17,78.711,-78.711,-6355.8
0.3,18,111.314,-2.72641e-14,-6355.8
0.3,19,6336.96,702.618,-172.317
0.3,1000,3.89239e-13,0,6356.75
0.3,1001,111.314,0,6355.79
0.3,1000,3.89239e-13,0,-6356.75
0.3,1001,111.314,0,-6355.79
0.3,1000,6.81601e-15,111.314,6355.79
0.3,1001,-111.314,1.3632e-14,6355.79
0.3,1000,6.81601e-15,-111.314,6355.79
0.3,1001,6.81601e-15,111.314,-6355.79
0.3,1000,-111.314,1.3632e-14,-6355.79
0.3,1001,6.81601e-15,-111.314,-6355.79
0.4,0,4.5088e-13,4.5088e-13,7363.42
0.4,1,-4336.09,3.64754e-13,5954.38
0.4,2,-7014.77,1.38829e-13,2264.75
0.4,3,-7010.36,-1.40573e-13,-2293.21
0.4,4,-4328.98,-3.65984e-13,-5974.48
0.4,5,-1.18653e-12,-4.51794e-13,-7378.36
0.4,6,4328.98,-3.65984e-13,-5974.48
0.4,7,7010.36,-1.40573e-13,-2293.21
0.4,8,7014.77,1.38829e-13,2264.75
0.4,9,4336.09,3.64754e-13,5954.38
0.4,20,111.314,0,-6355.8
0.4,21,78.711,78.711,-6355.8
0.4,22,6.81602e-15,111.314,-6355.8
0.4,23,-78.711,78.711,-6355.8
0.4,24,-111.314,1.3632e-14,-6355.8
0.4,25,-78.711,-78.711,-6355.8
0.4,26,-2.04481e-14,-111.314,-6355.8
0.4,27,78.711,-78.711,-6355.8
0.4,28,111.314,-2.72641e-14,-6355.8
0.4,29,6336.96,702.618,-172.317
0.4,1000,3.89239e-13,0,6356.75
0.4,1001,111.314,0,6355.79
0.4,1002,3.89239e-13,0,-6356.75
0.4,1003,111.314,0,-6355.79
0.4,1004,6.81601e-15,111.314,6355.79
0.4,1005,-111.314,1.3632e-14,6355.79
0.4,1006,6.81601e-15,-111.314,6355.79
0.4,1007,6.81601e-15,111.314,-6355.79
0.4,1008,-111.314,1.3632e-14,-6355.79
0.4,1009,6.81601e-15,-111.314,-6355.79
0.4,0,4.5088e-13,4.5088e-13,7363.42
0.4,1,-4336.09,3.64754e-13,5954.38
0.4,2,-7014.77,1.38829e-13,2264.75
0.4,3,-7010.36,-1.40573e-13,-2293.21
0.4,4,-4328.98,-3.65984e-13,-5974.48
0.4,5,-1.18653e-12,-4.51794e-13,-7378.36
0.4,6,4328.98,-3.65984e-13,-5974.48
0.4,7,7010.36,-1.40573e-13,-2293.21
0.4,8,7014.77,1.38829e-13,2264.75
0.4,9,4336.09,3.64754e-13,5954.38
0.4,10,111.314,0,-6355.8
0.4,11,78.711,78.711,-6355.8
0.4,12,6.81602e-15,111.314,-6355.8
0.4,13,-78.711,78.711,-6355.8
0.4,14,-111.314,1.3632e-14,-6355.8
0.4,15,-78.711,-78.711,-6355.8
0.4,16,-2.04481e-14,-111.314,-6355.8
0.4,17,78.711,-78.711,-6355.8
0.4,18,111.314,-2.72641e-14,-6355.8
0.4,19,6336.96,702.618,-172.317
0.4,1000,3.89239e-13,0,6356.75
0.4,1001,111.314,0,6355.79
0.4,1000,3.89239e-13,0,-6356.75
0.4,1001,111.314,0,-6355.79
0.4,1000,6.81601e-15,111.314,6355.79
0.4,1001,-111.314,1.3632e-14,6355.79
0.4,1000,6.81601e-15,-111.314,6355.79
0.4,1001,6.81601e-15,111.314,-6355.79
0.4,1000,-111.314,1.3632e-14,-6355.79
0.4,1001,6.81601e-15,-111.314,-6355.79
0.5,0,4.5088e-13,4.5088e-13,7363.42
0.5,1,-4336.09,3.64754e-13,5954.38
0.5,2,-7014.77,1.38829e-13,2264.75
0.5,3,-7010.36,-1.40573e-13,-2293.21
0.5,4,-4328.98,-3.65984e-13,-5974.48
0.5,5,-1.18653e-12,-4.51794e-13,-7378.36
0.5,6,4328.98,-3.65984e-13,-5974.48
0.5,7,7010.36,-1.40573e-13,-2293.21
0.5,8,7014.77,1.38829e-13,2264.75
0.5,9,4336.09,3.64754e-13,5954.38
0.5,20,111.314,0,-6355.8
0.5,21,78.711,78.711,-6355.8
0.5,22,6.81602e-15,111.314,-6355.8
0.5,23,-78.711,78.711,-6355.8
0.5,24,-111.314,1.3632e-14,-6355.8
0.5,25,-78.711,-78.711,-6355.8
0.5,26,-2.04481e-14,-111.314,-6355.8
0.5,27,78.711,-78.711,-6355.8
0.5,28,111.314,-2.72641e-14,-6355.8
0.5,29,6336.96,702.618,-172.317
0.5,1000,3.89239e-13,0,6356.75
0.5,1001,111.314,0,6355.79
0.5,1002,3.89239e-13,0,-6356.75
0.5,1003,111.314,0,-6355.79
0.5,1004,6.81601e-15,111.314,6355.79
0.5,1005,-111.314,1.3632e-14,6355.79
0.5,1006,6.81601e-15,-111.314,6355.79
0.5,1007,6.81601e-15,111.314,-6355.79
0.5,1008,-111.314,1.3632e-14,-6355.79
0.5,1009,6.81601e-15,-111.314,-6355.79
0.5,0,4.5088e-13,4.5088e-13,7363.42
0.5,1,-4336.09,3.64754e-13,5954.38
0.5,2,-7014.77,1.38829e-13,2264.75
0.5,3,-7010.36,-1.40573e-13,-2293.21
0.5,4,-4328.98,-3.65984e-13,-5974.48
0.5,5,-1.18653e-12,-4.51794e-13,-7378.36
0.5,6,4328.98,-3.65984e-13,-5974.48
0.5,7,7010.36,-1.40573e-13,-2293.21
0.5,8,7014.77,1.38829e-13,2264.75
0.5,9,4336.09,3.64754e-13,5954.38
0.5,10,111.314,0,-6355.8
0.5,11,78.711,78.711,-6355.8
0.5,12,6.81602e-15,111.314,-6355.8
0.5,13,-78.711,78.711,-6355.8
0.5,14,-111.314,1.3632e-14,-6355.8
0.5,15,-78.711,-78.711,-6355.8
0.5,16,-2.04481e-14,-111.314,-6355.8
0.5,17,78.711,-78.711,-6355.8
0.5,18,111.314,-2.72641e-14,-6355.8
0.5,19,6336.96,702.618,-172.317
0.5,1000,3.89239e-13,0,6356.75
0.5,1001,111.314,0,6355.79
0.5,1000,3.89239e-13,0,-6356.75
0.5,1001,111.314,0,-6355.79
0.5,1000,6.81601e-15,111.314,6355.79
0.5,1001,-111.314,1.3632e-14,6355.79
0.5,1000,6.81601e-15,-111.314,6355.79
0.5,1001,6.81601e-15,111.314,-6355.79
0.5,1000,-111.314,1.3632e-14,-6355.79
0.5,1001,6.81601e-15,-111.314,-6355.79
0.6,0,4.5088e-13,4.5088e-13,7363.42
0.6,1,-4336.09,3.64754e-13,5954.38
0.6,2,-7014.77,1.38829e-13,2264.75
0.6,3,-7010.36,-1.40573e-13,-2293.21
0.6,4,-4328.98,-3.65984e-13,-5974.48
0.6,5,-1.18653e-12,-4.51794e-13,-7378.36
0.6,6,4328.98,-3.65984e-13,-5974.48
0.6,7,7010.36,-1.40573e-13,-2293.21
0.6,8,7014.77,1.38829e-13,2264.75
0.6,9,4336.09,3.64754e-13,5954.38
0.6,20,111.314,0,-6355.8
0.6,21,78.711,78.711,-6355.8
0.6,22,6.81602e-15,111.314,-6355.8
0.6,23,-78.711,78.711,-6355.8
0.6,24,-111.314,1.3632e-14,-6355.8
0.6,25,-78.711,-78.711,-6355.8
0.6,26,-2.04481e-14,-111.314,-6355.8
0.6,27,78.711,-78.711,-6355.8
0.6,28,111.314,-2.72641e-14,-6355.8
0.6,29,6336.96,702.618,-172.317
0.6,1000,3.89239e-13,0,6356.75
0.6,1001,111.314,0,6355.79
0.6,1002,3.89239e-13,0,-6356.75
0.6,1003,111.314,0,-6355.79
0.6,1004,6.81601e-15,111.314,6355.79
0.6,1005,-111.314,1.3632e-14,6355.79
0.6,1006,6.81601e-15,-111.314,6355.79
0.6,1007,6.81601e-15,111.314,-6355.79
0.6,1008,-111.314,1.3632e-14,-6355.79
0.6,1009,6.81601e-15,-111.314,-6355.79
0.6,0,4.5088e-13,4.5088e-13,7363.42
0.6,1,-4336.09,3.64754e-13,5954.38
0.6,2,-7014.77,1.38829e-13,2264.75
0.6,3,-7010.36,-1.40573e-13,-2293.21
0.6,4,-4328.98,-3.65984e-13,-5974.48
0.6,5,-1.18653e-12,-4.51794e-13,-7378.36
0.6,6,4328.98,-3.65984e-13,-5974.48
0.6,7,7010.36,-1.40573e-13,-2293.21
0.6,8,7014.77,1.38829e-13,2264.75
0.6,9,4336.09,3.64754e-13,5954.38
0.6,10,111.314,0,-6355.8
0.6,11,78.711,78.711,-6355.8
0.6,12,6.81602e-15,111.314,-6355.8
0.6,13,-78.711,78.711,-6355.8
0.6,14,-111.314,1.3632e-14,-6355.8
0.6,15,-78.711,-78.711,-6355.8
0.6,16,-2.04481e-14,-111.314,-6355.8
0.6,17,78.711,-78.711,-6355.8
0.6,18,111.314,-2.72641e-14,-6355.8
0.6,19,6336.96,702.618,-172.317
0.6,1000,3.89239e-13,0,6356.75
0.6,1001,111.314,0,6355.79
0.6,1000,3.89239e-13,0,-6356.75
0.6,1001,111.314,0,-6355.79
0.6,1000,6.81601e-15,111.314,6355.79
0.6,1001,-111.314,1.3632e-14,6355.79
0.6,1000,6.81601e-15,-111.314,6355.79
0.6,1001,6.81601e-15,111.314,-6355.79
0.6,1000,-111.314,1.3632e-14,-6355.79
0.6,1001,6.81601e-15,-111.314,-6355.79
0.7,0,4.5088e-13,4.5088e-13,7363.42
0.7,1,-4336.09,3.64754e-13,5954.38
0.7,2,-7014.77,1.38829e-13,2264.75
0.7,3,-7010.36,-1.40573e-13,-2293.21
0.7,4,-4328.98,-3.65984e-13,-5974.48
0.7,5,-1.18653e-12,-4.51794e-13,-7378.36
0.7,6,4328.98,-3.65984e-13,-5974.48
0.7,7,7010.36,-1.40573e-13,-2293.21
0.7,8,7014.77,1.38829e-13,2264.75
0.7,9,4336.09,3.64754e-13,5954.38
0.7,20,111.314,0,-6355.8
0.7,21,78.711,78.711,-6355.8
0.7,22,6.81602e-15,111.314,-6355.8
0.7,23,-78.711,78.711,-6355.8
0.7,24,-111.314,1.3632e-14,-6355.8
0.7,25,-78.711,-78.711,-6355.8
0.7,26,-2.04481e-14,-111.314,-6355.8
0.7,27,78.711,-78.711,-6355.8
0.7,28,111.314,-2.72641e-14,-6355.8
0.7,29,6336.96,702.618,-172.317
0.7,1000,3.89239e-13,0,6356.75
0.7,1001,111.314,0,6355.79
0.7,1002,3.89239e-13,0,-6356.75
0.7,1003,111.314,0,-6355.79
0.7,1004,6.81601e-15,111.314,6355.79
0.7,1005,-111.314,1.3632e-14,6355.79
0.7,1006,6.81601e-15,-111.314,6355.79
0.7,1007,6.81601e-15,111.314,-6355.79
0.7,1008,-111.314,1.3632e-14,-6355.79
0.7,1009,6.81601e-15,-111.314,-6355.79
0.7,0,4.5088e-13,4.5088e-13,7363.42
0.7,1,-4336.09,3.64754e-13,5954.38
0.7,2,-7014.77,1.38829e-13,2264.75
0.7,3,-7010.36,-1.40573e-13,-2293.21
0.7,4,-4328.98,-3.65984e-13,-5974.48
0.7,5,-1.18653e-12,-4.51794e-13,-7378.36
0.7,6,4328.98,-3.65984e-13,-5974.48
0.7,7,7010.36,-1.40573e-13,-2293.21
0.7,8,7014.77,1.38829e-13,2264.75
0.7,9,4336.09,3.64754e-13,5954.38
0.7,10,111.314,0,-6355.8
0.7,11,78.711,78.711,-6355.8
0.7,12,6.81602e-15,111.314,-6355.8
0.7,13,-78.711,78.711,-6355.8
0.7,14,-111.314,1.3632e-14,-6355.8
0.7,15,-78.711,-78.711,-6355.8
0.7,16,-2.04481e-14,-111.314,-6355.8
0.7,17,78.711,-78.711,-6355.8
0.7,18,111.314,-2.72641e-14,-6355.8
0.7,19,6336.96,702.618,-172.317
0.7,1000,3.89239e-13,0,6356.75
0.7,1001,111.314,0,6355.79
0.7,1000,3.89239e-13,0,-6356.75
0.7,1001,111.314,0,-6355.79
0.7,1000,6.81601e-15,111.314,6355.79
0.7,1001,-111.314,1.3632e-14,6355.79
0.7,1000,6.81601e-15,-111.314,6355.79
0.7,1001,6.81601e-15,111.314,-6355.79
0.7,1000,-111.314,1.3632e-14,-6355.79
0.7,1001,6.81601e-15,-111.314,-6355.79
0.8,0,4.5088e-13,4.5088e-13,7363.42
0.8,1,-4336.09,3.64754e-13,5954.38
0.8,2,-7014.77,1.38829e-13,2264.75
0.8,3,-7010.36,-1.40573e-13,-2293.21
0.8,4,-4328.98,-3.65984e-13,-5974.48
0.8,5,-1.18653e-12,-4.51794e-13,-7378.36
0.8,6,4328.98,-3.65984e-13,-5974.48
0.8,7,7010.36,-1.40573e-13,-2293.21
0.8,8,7014.77,1.38829e-13,2264.75
0.8,9,4336.09,3.64754e-13,5954.38
0.8,20,111.314,0,-6355.8
0.8,21,78.711,78.711,-6355.8
0.8,22,6.81602e-15,111.314,-6355.8
0.8,23,-78.711,78.711,-6355.8
0.8,24,-111.314,1.3632e-14,-6355.8
0.8,25,-78.711,-78.711,-6355.8
0.8,26,-2.04481e-14,-111.314,-6355.8
0.8,27,78.711,-78.711,-6355.8
0.8,28,111.314,-2.72641e-14,-6355.8
0.8,29,6336.96,702.618,-172.317
0.8,1000,3.89239e-13,0,6356.75
0.8,1001,111.314,0,6355.79
0.8,1002,3.89239e-13,0,-6356.75
0.8,1003,111.314,0,-6355.79
0.8,1004,6.81601e-15,111.314,6355.79
0.8,1005,-111.314,1.3632e-14,6355.79
0.8,1006,6.81601e-15,-111.314,6355.79
0.8,1007,6.81601e-15,111.314,-6355.79
0.8,1008,-111.314,1.3632e-14,-6355.79
0.8,1009,6.81601e-15,-111.314,-6355.79
0.8,0,4.5088e-13,4.5088e-13,7363.42
0.8,1,-4336.09,3.64754e-13,5954.38
0.8,2,-7014.77,1.38829e-13,2264.75
0.8,3,-7010.36,-1.40573e-13,-2293.21
0.8,4,-4328.98,-3.65984e-13,-5974.48
0.8,5,-1.18653e-12,-4.51794e-13,-7378.36
0.8,6,4328.98,-3.65984e-13,-5974.48
0.8,7,7010.36,-1.40573e-13,-2293.21
0.8,8,7014.77,1.38829e-13,2264.75
0.8,9,4336.09,3.64754e-13,5954.38
0.8,10,111.314,0,-6355.8
0.8,11,78.711,78.711,-6355.8
0.8,12,6.81602e-15,111.314,-6355.8
0.8,13,-78.711,78.711,-6355.8
0.8,14,-111.314,1.3632e-14,-6355.8
0.8,15,-78.711,-78.711,-6355.8
0.8,16,-2.04481e-14,-111.314,-6355.8
0.8,17,78.711,-78.711,-6355.8
0.8,18,111.314,-2.72641e-14,-6355.8
0.8,19,6336.96,702.618,-172.317
0.8,1000,3.89239e-13,0,6356.75
0.8,1001,111.314,0,6355.79
0.8,1000,3.89239e-13,0,-6356.75
0.8,1001,111.314,0,-6355.79
0.8,1000,6.81601e-15,111.314,6355.79
0.8,1001,-111.314,1.3632e-14,6355.79
0.8,1000,6.81601e-15,-111.314,6355.79
0.8,1001,6.81601e-15,111.314,-6355.79
0.8,1000,-111.314,1.3632e-14,-6355.79
0.8,1001,6.81601e-15,-111.314,-6355.79
0.9,0,4.5088e-13,4.5088e-13,7363.42
0.9,1,-4336.09,3.64754e-13,5954.38
0.9,2,-7014.77,1.38829e-13,2264.75
0.9,3,-7010.36,-1.40573e-13,-2293.21
0.9,4,-4328.98,-3.65984e-13,-5974.48
0.9,5,-1.18653e-12,-4.51794e-13,-7378.36
0.9,6,4328.98,-3.65984e-13,-5974.48
0.9,7,7010.36,-1.40573e-13,-2293.21
0.9,8,7014.77,1.38829e-13,2264.75
0.9,9,4336.09,3.64754e-13,5954.38
0.9,20,111.314,0,-6355.8
0.9,21,78.711,78.711,-6355.8
0.9,22,6.81602e-15,111.314,-6355.8
0.9,23,-78.711,78.711,-6355.8
0.9,24,-111.314,1.3632e-14,-6355.8
0.9,25,-78.711,-78.711,-6355.8
0.9,26,-2.04481e-14,-111.314,-6355.8
0.9,27,78.711,-78.711,-6355.8
0.9,28,111.314,-2.72641e-14,-6355.8
0.9,29,6336.96,702.618,-172.317
0.9,1000,3.89239e-13,0,6356.75
0.9,1001,111.314,0,6355.79
0.9,1002,3.89239e-13,0,-6356.75
0.9,1003,111.314,0,-6355.79
0.9,1004,6.81601e-15,111.314,6355.79
0.9,1005,-111.314,1.3632e-14,6355.79
0.9,1006,6.81601e-15,-111.314,6355.79
0.9,1007,6.81601e-15,111.314,-6355.79
0.9,1008,-111.314,1.3632e-14,-6355.79
0.9,1009,6.81601e-15,-111.314,-6355.79
0.9,0,4.5088e-13,4.5088e-13,7363.42
0.9,1,-4336.09,3.64754e-13,5954.38
0.9,2,-7014.77,1.38829e-13,2264.75
0.9,3,-7010.36,-1.40573e-13,-2293.21
0.9,4,-4328.98,-3.65984e-13,-5974.48
0.9,5,-1.18653e-12,-4.51794e-13,-7378.36
0.9,6,4328.98,-3.65984e-13,-5974.48
0.9,7,7010.36,-1.40573e-13,-2293.21
0.9,8,7014.77,1.38829e-13,2264.75
0.9,9,4336.09,3.64754e-13,5954.38
0.9,10,111.314,0,-6355.8
0.9,11,78.711,78.711,-6355.8
0.9,12,6.81602e-15,111.314,-6355.8
0.9,13,-78.711,78.711,-6355.8
0.9,14,-111.314,1.3632e-14,-6355.8
0.9,15,-78.711,-78.711,-6355.8
0.9,16,-2.04481e-14,-111.314,-6355.8
0.9,17,78.711,-78.711,-6355.8
0.9,18,111.314,-2.72641e-14,-6355.8
0.9,19,6336.96,702.618,-172.317
